03-04 17:32:54  New day is coming 4 
03-04 17:32:54  Not game time, sleep... 
03-05 03:15:12  Looking for image: matching.png 
03-05 03:15:12  Still in matching 
03-05 03:15:15  Looking for image: matching.png 
03-05 03:15:15  Still in matching 
03-05 03:15:17  Looking for image: matching.png 
03-05 03:15:23  Not found matching.png, maybe match done 
03-05 03:15:25  Looking for image: matching.png 
03-05 03:15:31  Not found matching.png, maybe match done 
03-05 03:15:33  Looking for image: matching.png 
03-05 03:15:39  Not found matching.png, maybe match done 
03-05 03:15:39  matching done 
03-05 03:15:39  Game is going on. 
03-05 03:15:49  Select card. 
03-05 03:15:54  Wait for succeed 
03-05 03:15:54  Game is going on. 
03-05 03:16:12  Game is going on. 
03-05 03:16:12  Looking for image: bk1.png 
03-05 03:16:36  Game is going on. 
03-05 03:16:36  Looking for image: bk1.png 
03-05 03:16:59  Game is going on. 
03-05 03:16:59  Looking for image: bk1.png 
03-05 03:17:05  I Give up 
03-05 03:17:28  Looking for image: bk1.png 
03-05 03:17:29  Total have win: 2 
03-05 03:17:29  Start Match 
03-05 03:17:31  start round match 
03-05 03:17:33  Looking for image: matching.png 
03-05 03:17:34  Still in matching 
03-05 03:17:36  Looking for image: matching.png 
03-05 03:17:37  Still in matching 
03-05 03:17:39  Looking for image: matching.png 
03-05 03:17:40  Still in matching 
03-05 03:17:42  Looking for image: matching.png 
03-05 03:17:43  Still in matching 
03-05 03:17:45  Looking for image: matching.png 
03-05 03:17:45  Still in matching 
03-05 03:17:48  Looking for image: matching.png 
03-05 03:17:48  Still in matching 
03-05 03:17:50  Looking for image: matching.png 
03-05 03:17:51  Still in matching 
03-05 03:17:53  Looking for image: matching.png 
03-05 03:17:54  Still in matching 
03-05 03:17:56  Looking for image: matching.png 
03-05 03:18:03  Not found matching.png, maybe match done 
03-05 03:18:05  Looking for image: matching.png 
03-05 03:18:11  Not found matching.png, maybe match done 
03-05 03:18:14  Looking for image: matching.png 
03-05 03:18:20  Not found matching.png, maybe match done 
03-05 03:18:20  matching done 
03-05 03:18:20  Game is going on. 
03-05 03:18:30  Select card. 
03-05 03:18:35  Wait for succeed 
03-05 03:18:35  Game is going on. 
03-05 03:18:53  Game is going on. 
03-05 03:18:53  Looking for image: bk1.png 
03-05 03:19:18  Game is going on. 
03-05 03:19:18  Looking for image: bk1.png 
03-05 03:19:42  Game is going on. 
03-05 03:19:42  Looking for image: bk1.png 
03-05 03:19:48  I Give up 
03-05 03:20:12  Looking for image: bk1.png 
03-05 03:20:12  Total have win: 2 
03-05 03:20:12  Start Match 
03-05 03:20:15  start round match 
03-05 03:20:17  Looking for image: matching.png 
03-05 03:20:17  Still in matching 
03-05 03:20:20  Looking for image: matching.png 
03-05 03:20:20  Still in matching 
03-05 03:20:22  Looking for image: matching.png 
03-05 03:20:23  Still in matching 
03-05 03:20:25  Looking for image: matching.png 
03-05 03:20:31  Not found matching.png, maybe match done 
03-05 03:20:33  Looking for image: matching.png 
03-05 03:20:39  Not found matching.png, maybe match done 
03-05 03:20:41  Looking for image: matching.png 
03-05 03:20:47  Not found matching.png, maybe match done 
03-05 03:20:47  matching done 
03-05 03:20:47  Game is going on. 
03-05 03:20:57  Select card. 
03-05 03:21:02  Wait for succeed 
03-05 03:21:02  Game is going on. 
03-05 03:21:20  Game is going on. 
03-05 03:21:20  Looking for image: bk1.png 
03-05 03:21:44  Game is going on. 
03-05 03:21:44  Looking for image: bk1.png 
03-05 03:22:08  Game is going on. 
03-05 03:22:08  Looking for image: bk1.png 
03-05 03:22:13  I Give up 
03-05 03:22:37  Looking for image: bk1.png 
03-05 03:22:37  Total have win: 2 
03-05 03:22:37  Start Match 
03-05 03:22:40  start round match 
03-05 03:22:42  Looking for image: matching.png 
03-05 03:22:42  Still in matching 
03-05 03:22:45  Looking for image: matching.png 
03-05 03:22:45  Still in matching 
03-05 03:22:48  Looking for image: matching.png 
03-05 03:22:48  Still in matching 
03-05 03:22:51  Looking for image: matching.png 
03-05 03:22:51  Still in matching 
03-05 03:22:53  Looking for image: matching.png 
03-05 03:22:54  Still in matching 
03-05 03:22:56  Looking for image: matching.png 
03-05 03:22:57  Still in matching 
03-05 03:22:59  Looking for image: matching.png 
03-05 03:23:00  Still in matching 
03-05 03:23:02  Looking for image: matching.png 
03-05 03:23:02  Still in matching 
03-05 03:23:05  Looking for image: matching.png 
03-05 03:23:10  Not found matching.png, maybe match done 
03-05 03:23:13  Looking for image: matching.png 
03-05 03:23:18  Not found matching.png, maybe match done 
03-05 03:23:20  Looking for image: matching.png 
03-05 03:23:26  Not found matching.png, maybe match done 
03-05 03:23:26  matching done 
03-05 03:23:26  Game is going on. 
03-05 03:23:36  Select card. 
03-05 03:23:41  Wait for succeed 
03-05 03:23:41  Game is going on. 
03-05 03:23:59  Game is going on. 
03-05 03:23:59  Looking for image: bk1.png 
03-05 03:24:23  Game is going on. 
03-05 03:24:23  Looking for image: bk1.png 
03-05 03:24:46  Game is going on. 
03-05 03:24:46  Looking for image: bk1.png 
03-05 03:24:52  I Give up 
03-05 03:25:15  Looking for image: bk1.png 
03-05 03:25:15  Total have win: 2 
03-05 03:25:15  Start Match 
03-05 03:25:18  start round match 
03-05 03:25:20  Looking for image: matching.png 
03-05 03:25:21  Still in matching 
03-05 03:25:23  Looking for image: matching.png 
03-05 03:25:23  Still in matching 
03-05 03:25:26  Looking for image: matching.png 
03-05 03:25:26  Still in matching 
03-05 03:25:29  Looking for image: matching.png 
03-05 03:25:31  Still in matching 
03-05 03:25:33  Looking for image: matching.png 
03-05 03:25:40  Not found matching.png, maybe match done 
03-05 03:25:42  Looking for image: matching.png 
03-05 03:25:49  Not found matching.png, maybe match done 
03-05 03:25:51  Looking for image: matching.png 
03-05 03:25:57  Not found matching.png, maybe match done 
03-05 03:25:57  matching done 
03-05 03:25:57  Game is going on. 
03-05 03:26:07  Select card. 
03-05 03:26:13  Wait for succeed 
03-05 03:26:13  Game is going on. 
03-05 03:26:31  Game is going on. 
03-05 03:26:31  Looking for image: bk1.png 
03-05 03:26:31  I win this round 
03-05 03:26:31  Total have win: 3 
03-05 03:26:31  Start Match 
03-05 03:26:33  start round match 
03-05 03:26:36  Looking for image: matching.png 
03-05 03:26:36  Still in matching 
03-05 03:26:39  Looking for image: matching.png 
03-05 03:26:39  Still in matching 
03-05 03:26:42  Looking for image: matching.png 
03-05 03:26:42  Still in matching 
03-05 03:26:44  Looking for image: matching.png 
03-05 03:26:45  Still in matching 
03-05 03:26:47  Looking for image: matching.png 
03-05 03:26:49  Still in matching 
03-05 03:26:51  Looking for image: matching.png 
03-05 03:26:57  Not found matching.png, maybe match done 
03-05 03:26:59  Looking for image: matching.png 
03-05 03:27:05  Not found matching.png, maybe match done 
03-05 03:27:07  Looking for image: matching.png 
03-05 03:27:12  Not found matching.png, maybe match done 
03-05 03:27:12  matching done 
03-05 03:27:12  Game is going on. 
03-05 03:27:22  Select card. 
03-05 03:27:28  Wait for succeed 
03-05 03:27:28  Game is going on. 
03-05 03:27:46  Game is going on. 
03-05 03:27:46  Looking for image: bk1.png 
03-05 03:28:10  Game is going on. 
03-05 03:28:10  Looking for image: bk1.png 
03-05 03:28:33  Game is going on. 
03-05 03:28:33  Looking for image: bk1.png 
03-05 03:28:39  I Give up 
03-05 03:29:03  Looking for image: bk1.png 
03-05 03:29:03  Total have win: 3 
03-05 03:29:03  Start Match 
03-05 03:29:06  start round match 
03-05 03:29:08  Looking for image: matching.png 
03-05 03:29:08  Still in matching 
03-05 03:29:11  Looking for image: matching.png 
03-05 03:29:11  Still in matching 
03-05 03:29:13  Looking for image: matching.png 
03-05 03:29:14  Still in matching 
03-05 03:29:16  Looking for image: matching.png 
03-05 03:29:17  Still in matching 
03-05 03:29:19  Looking for image: matching.png 
03-05 03:29:20  Still in matching 
03-05 03:29:22  Looking for image: matching.png 
03-05 03:29:28  Not found matching.png, maybe match done 
03-05 03:29:30  Looking for image: matching.png 
03-05 03:29:36  Not found matching.png, maybe match done 
03-05 03:29:38  Looking for image: matching.png 
03-05 03:29:44  Not found matching.png, maybe match done 
03-05 03:29:44  matching done 
03-05 03:29:44  Game is going on. 
03-05 03:29:54  Select card. 
03-05 03:29:59  Wait for succeed 
03-05 03:29:59  Game is going on. 
03-05 03:30:17  Game is going on. 
03-05 03:30:17  Looking for image: bk1.png 
03-05 03:30:17  I win this round 
03-05 03:30:17  Total have win: 4 
03-05 03:30:17  Start Match 
03-05 03:30:20  start round match 
03-05 03:30:22  Looking for image: matching.png 
03-05 03:30:23  Still in matching 
03-05 03:30:25  Looking for image: matching.png 
03-05 03:30:25  Still in matching 
03-05 03:30:28  Looking for image: matching.png 
03-05 03:30:28  Still in matching 
03-05 03:30:30  Looking for image: matching.png 
03-05 03:30:31  Still in matching 
03-05 03:30:33  Looking for image: matching.png 
03-05 03:30:34  Still in matching 
03-05 03:30:36  Looking for image: matching.png 
03-05 03:30:37  Still in matching 
03-05 03:30:39  Looking for image: matching.png 
03-05 03:30:46  Not found matching.png, maybe match done 
03-05 03:30:48  Looking for image: matching.png 
03-05 03:30:54  Not found matching.png, maybe match done 
03-05 03:30:57  Looking for image: matching.png 
03-05 03:31:03  Not found matching.png, maybe match done 
03-05 03:31:03  matching done 
03-05 03:31:03  Game is going on. 
03-05 03:31:13  Select card. 
03-05 03:31:18  Wait for succeed 
03-05 03:31:18  Game is going on. 
03-05 03:31:36  Game is going on. 
03-05 03:31:36  Looking for image: bk1.png 
03-05 03:31:37  I win this round 
03-05 03:31:37  Total have win: 5 
03-05 03:31:37  Start Match 
03-05 03:31:39  start round match 
03-05 03:31:41  Looking for image: matching.png 
03-05 03:31:42  Still in matching 
03-05 03:31:44  Looking for image: matching.png 
03-05 03:31:45  Still in matching 
03-05 03:31:47  Looking for image: matching.png 
03-05 03:31:48  Still in matching 
03-05 03:31:50  Looking for image: matching.png 
03-05 03:31:50  Still in matching 
03-05 03:31:53  Looking for image: matching.png 
03-05 03:31:53  Still in matching 
03-05 03:31:55  Looking for image: matching.png 
03-05 03:31:56  Still in matching 
03-05 03:31:58  Looking for image: matching.png 
03-05 03:32:05  Not found matching.png, maybe match done 
03-05 03:32:07  Looking for image: matching.png 
03-05 03:32:13  Not found matching.png, maybe match done 
03-05 03:32:15  Looking for image: matching.png 
03-05 03:32:21  Not found matching.png, maybe match done 
03-05 03:32:21  matching done 
03-05 03:32:21  Game is going on. 
03-05 03:32:31  Select card. 
03-05 03:32:37  Wait for succeed 
03-05 03:32:37  Game is going on. 
03-05 03:32:55  Game is going on. 
03-05 03:32:55  Looking for image: bk1.png 
03-05 03:33:19  Game is going on. 
03-05 03:33:19  Looking for image: bk1.png 
03-05 03:33:43  Game is going on. 
03-05 03:33:43  Looking for image: bk1.png 
03-05 03:33:50  I Give up 
03-05 03:34:13  Looking for image: bk1.png 
03-05 03:34:13  Total have win: 5 
03-05 03:34:13  Start Match 
03-05 03:34:16  start round match 
03-05 03:34:18  Looking for image: matching.png 
03-05 03:34:19  Still in matching 
03-05 03:34:21  Looking for image: matching.png 
03-05 03:34:21  Still in matching 
03-05 03:34:24  Looking for image: matching.png 
03-05 03:34:24  Still in matching 
03-05 03:34:26  Looking for image: matching.png 
03-05 03:34:32  Not found matching.png, maybe match done 
03-05 03:34:34  Looking for image: matching.png 
03-05 03:34:40  Not found matching.png, maybe match done 
03-05 03:34:42  Looking for image: matching.png 
03-05 03:34:48  Not found matching.png, maybe match done 
03-05 03:34:48  matching done 
03-05 03:34:48  Game is going on. 
03-05 03:34:58  Select card. 
03-05 03:35:03  Wait for succeed 
03-05 03:35:03  Game is going on. 
03-05 03:35:21  Game is going on. 
03-05 03:35:21  Looking for image: bk1.png 
03-05 03:35:45  Game is going on. 
03-05 03:35:45  Looking for image: bk1.png 
03-05 03:36:08  Game is going on. 
03-05 03:36:08  Looking for image: bk1.png 
03-05 03:36:14  I Give up 
03-05 03:36:37  Looking for image: bk1.png 
03-05 03:36:38  Total have win: 5 
03-05 03:36:38  Start Match 
03-05 03:36:40  start round match 
03-05 03:36:42  Looking for image: matching.png 
03-05 03:36:43  Still in matching 
03-05 03:36:45  Looking for image: matching.png 
03-05 03:36:45  Still in matching 
03-05 03:36:48  Looking for image: matching.png 
03-05 03:36:48  Still in matching 
03-05 03:36:50  Looking for image: matching.png 
03-05 03:36:51  Still in matching 
03-05 03:36:53  Looking for image: matching.png 
03-05 03:36:59  Not found matching.png, maybe match done 
03-05 03:37:02  Looking for image: matching.png 
03-05 03:37:07  Not found matching.png, maybe match done 
03-05 03:37:09  Looking for image: matching.png 
03-05 03:37:15  Not found matching.png, maybe match done 
03-05 03:37:15  matching done 
03-05 03:37:15  Game is going on. 
03-05 03:37:25  Select card. 
03-05 03:37:30  Wait for succeed 
03-05 03:37:30  Game is going on. 
03-05 03:37:48  Game is going on. 
03-05 03:37:48  Looking for image: bk1.png 
03-05 03:37:49  I win this round 
03-05 03:37:49  Total have win: 6 
03-05 03:37:49  Start Match 
03-05 03:37:51  start round match 
03-05 03:37:54  Looking for image: matching.png 
03-05 03:37:59  Not found matching.png, maybe match done 
03-05 03:38:02  Looking for image: matching.png 
03-05 03:38:07  Not found matching.png, maybe match done 
03-05 03:38:09  Looking for image: matching.png 
03-05 03:38:14  Not found matching.png, maybe match done 
03-05 03:38:14  matching done 
03-05 03:38:14  Game is going on. 
03-05 03:38:24  Select card. 
03-05 03:38:29  Wait for succeed 
03-05 03:38:29  Game is going on. 
03-05 03:38:47  Game is going on. 
03-05 03:38:47  Looking for image: bk1.png 
03-05 03:39:11  Game is going on. 
03-05 03:39:11  Looking for image: bk1.png 
03-05 03:39:35  Game is going on. 
03-05 03:39:35  Looking for image: bk1.png 
03-05 03:39:40  I Give up 
03-05 03:40:04  Looking for image: bk1.png 
03-05 03:40:04  Total have win: 6 
03-05 03:40:04  Start Match 
03-05 03:40:06  start round match 
03-05 03:40:09  Looking for image: matching.png 
03-05 03:40:14  Not found matching.png, maybe match done 
03-05 03:40:16  Looking for image: matching.png 
03-05 03:40:21  Not found matching.png, maybe match done 
03-05 03:40:23  Looking for image: matching.png 
03-05 03:40:28  Not found matching.png, maybe match done 
03-05 03:40:28  matching done 
03-05 03:40:28  Game is going on. 
03-05 03:40:38  Select card. 
03-05 03:40:44  Wait for succeed 
03-05 03:40:44  Game is going on. 
03-05 03:41:02  Game is going on. 
03-05 03:41:02  Looking for image: bk1.png 
03-05 03:41:25  Game is going on. 
03-05 03:41:25  Looking for image: bk1.png 
03-05 03:41:49  Game is going on. 
03-05 03:41:49  Looking for image: bk1.png 
03-05 03:41:54  I Give up 
03-05 03:42:18  Looking for image: bk1.png 
03-05 03:42:18  Total have win: 6 
03-05 03:42:18  Start Match 
03-05 03:42:20  start round match 
03-05 03:42:23  Looking for image: matching.png 
03-05 03:42:23  Still in matching 
03-05 03:42:26  Looking for image: matching.png 
03-05 03:42:26  Still in matching 
03-05 03:42:28  Looking for image: matching.png 
03-05 03:42:29  Still in matching 
03-05 03:42:31  Looking for image: matching.png 
03-05 03:42:32  Still in matching 
03-05 03:42:34  Looking for image: matching.png 
03-05 03:42:35  Still in matching 
03-05 03:42:37  Looking for image: matching.png 
03-05 03:42:38  Still in matching 
03-05 03:42:40  Looking for image: matching.png 
03-05 03:42:40  Still in matching 
03-05 03:42:43  Looking for image: matching.png 
03-05 03:42:43  Still in matching 
03-05 03:42:45  Looking for image: matching.png 
